Source,Original ID,Acceptability,Original annotation,Sentence,Material added
SoD-Verb1,1.350a,1,,"Als je waterstof en zuurstof verbindt, krijg je water (H₂O).",0
SoD-Verb1,1.350b,1,,"Als je waterstof en zuurstof verbindt, krijg je meestal water (H₂O).",0
SoD-Verb1,1.351a,1,,"Als ik genoeg geld had, ging ik op vakantie.",0
SoD-Verb1,1.351b,1,,"Als ik jou was, ging ik op vakantie.",0
SoD-Verb1,1.352b,1,,"Zodra ik genoeg geld heb, ga ik op vakantie.",0
SoD-Verb1,1.353a,1,,"Als Jan hier was, dan had ik wat gezelschap.",0
SoD-Verb1,1.353b,1,,"Was Jan maar hier, dan had ik wat gezelschap.",0
SoD-Verb1,1.353b,1,,Was Jan maar hier.,0
SoD-Verb1,1.354a,1,,"Mijn huis moest verleden week instorten, maar het is niet gebeurd.",0
SoD-Verb1,1.354b,1,,Mijn huis moest deze week instorten.,0
SoD-Verb1,1.355a,1,,"Mijn huis zou verleden week instorten, maar het is niet gebeurd.",0
SoD-Verb1,1.355b,1,,Mijn huis zal deze week instorten.,0
SoD-Verb1,1.356a,1,,Een echte heer stond nu op.,0
SoD-Verb1,1.356b,1,,Ik was vader en jij was moeder.,0
SoD-Verb1,1.359a,1,,Ik heb me goed voorbereid voor het tentamen.,0
SoD-Verb1,1.359b,1,,Ik had me goed voorbereid voor dat tentamen.,0
SoD-Verb1,1.360b,1,,Ik had het raam niet gesloten.,0
SoD-Verb1,1.361a,1,,Jan heeft vandaag gewerkt.,0
SoD-Verb1,1.361b,1,,Jan werkt vandaag.,0
SoD-Verb1,1.362b,1,,Marie heeft mijn artikel gelezen.,0
SoD-Verb1,1.363a,1,,Vandaag heeft Jan tot drie uur gewerkt.,0
SoD-Verb1,1.363b,1,,Vandaag werkt Jan tot drie uur.,0
SoD-Verb1,1.364b,1,,Els heeft vanmiddag mijn artikel gelezen.,0
SoD-Verb1,1.365,1,,Ik heb vanmiddag je artikel voor het college gelezen.,0
SoD-Verb1,1.366a,1,,Jan was gisteren waarschijnlijk om 10 uur vertrokken.,0
SoD-Verb1,1.366a,1,,Jan was vandaag waarschijnlijk om 10 uur vertrokken.,0
SoD-Verb1,1.366b,1,,Jan is morgen waarschijnlijk om 10 uur al vertrokken.,0
SoD-Verb1,1.367b,1,,Jan was waarschijnlijk al om 10 uur vertrokken.,0
SoD-Verb1,1.369,1,,Vanmiddag heeft het peleton om 3 uur de finish bereikt.,0
SoD-Verb1,1.370a,1,,Ik heb vanmorgen je artikel voor het ontbijt gelezen.,0
SoD-Verb1,1.370b,1,,Ik heb vanmorgen je artikel na het ontbijt gelezen.,0
SoD-Verb1,1.371a,1,,Ik had vanmorgen je artikel voor het ontbijt gelezen.,0
SoD-Verb1,1.372b,1,,Ik had gisteren je artikel na het ontbijt gelezen.,0
SoD-Verb1,1.373a,1,,Jan is vorige week ziek geweest.,0
SoD-Verb1,1.373b',0,??,Jan heeft morgen aan zijn dissertatie gewerkt.,0
SoD-Verb1,1.375a,1,,Jan heeft nu een uur aan zijn dissertatie gewerkt.,0
SoD-Verb1,1.375a,0,*,Jan heeft nu aan zijn dissertatie gewerkt.,0
SoD-Verb1,1.375b,1,,Jan heeft de brief nu geschreven.,0
SoD-Verb1,1.376,0,??,Morgen heeft Jan aan zijn dissertatie gewerkt.,0
SoD-Verb1,1.377a,1,,"Ik heb vandaag drie maaltijden gegeten: ontbijt, lunch en avondeten.",0
SoD-Verb1,1.378a,1,,Jan is altijd met de bus naar zijn werk gegaan.,0
SoD-Verb1,1.378a,1,,Jan is met de bus naar zijn werk gegaan.,0
SoD-Verb1,1.378b,1,,Jan heeft vroeger gerookt.,0
SoD-Verb1,1.378b,1,,Jan heeft gerookt.,0
SoD-Verb1,1.379c,0,*,De walvis is een zoogdier geweest.,0
SoD-Verb1,1.382a,1,,"Als je je spullen op geruimd had, mocht je weg.",0
SoD-Verb1,1.383a,1,,"Als je je spullen op geruimd had, dan mocht je morgen naar het feest.",0
SoD-Verb1,1.383a,0,*,"Als je je spullen op geruimd had, dan mocht je gisteren naar het feest.",0
SoD-Verb1,1.383b,1,,"Als je je spullen op geruimd had, dan had je nu naar het feest gemogen.",0
SoD-Verb1,1.383b,1,,"Als je je spullen op geruimd had, dan had je morgen naar het feest gemogen.",0
SoD-Verb1,1.383b,1,,"Als je je spullen op geruimd had, dan had je gisteren naar het feest gemogen.",0
SoD-Verb1,1.384b,1,,"Had hij zijn spullen maar op geruimd, dan had hij weg gemogen.",0
SoD-Verb1,1.385a,0,*,"Had je je spullen maar op geruimd, dan had je weg gemogen.",0
SoD-Verb1,1.385a,1,,"Had je spullen maar op geruimd, dan had je weg gemogen.",0
SoD-Verb1,1.385a,0,*,Had je je spullen maar op geruimd.,0
SoD-Verb1,1.385a,1,,Had je spullen maar op geruimd.,0
SoD-Verb1,1.385b,0,*,Had je niet zo veel gedronken dan had je nu geen kater.,0
SoD-Verb1,1.385b,0,*,Had je niet zo veel gedronken.,0
SoD-Verb1,1.386,1,,Een echte heer was nu allang opgestaan.,0
SoD-Verb1,2.3a,1,,Jan brak de vaas.,0
SoD-Verb1,2.3b,1,,De vaas brak.,0
SoD-Verb1,2.4d,1,,Jan probeert om dat boek te lezen.,0
SoD-Verb1,2.5a,1,,Jan wil graag een boek kopen.,0
SoD-Verb1,2.5a',1,,Een boek kopen wil Jan graag.,0
SoD-Verb1,2.5b',1,,Op zijn vader wachten wil Jan graag.,0
SoD-Verb1,2.5c,1,,Jan heeft ongetwijfeld gezien dat de boot is vertrokken.,0
SoD-Verb1,2.5c',1,,Gezien dat de boot is vertrokken heeft Jan ongetwijfeld.,0
SoD-Verb1,2.5d,1,,Jan heeft ongetwijfeld geprobeerd om dat boek te lezen.,0
SoD-Verb1,2.5d',1,,Geprobeerd om dat boek te lezen heeft Jan ongetwijfeld.,0
SoD-Verb1,2.6a,1,,Jan sloeg de hond dood.,0
SoD-Verb1,2.6b,1,,Jan zet de vaas op de tafel.,0
SoD-Verb1,2.6c,1,,Jan noemt Peter een oplichter.,0
SoD-Verb1,2.8a,1,,Het regent.,0
SoD-Verb1,2.8b,1,,Het sneeuwt.,0
SoD-Verb1,2.9a,0,*,Het regent Jan nat.,0
SoD-Verb1,2.9b,1,,Jan regent nat.,0
SoD-Verb1,2.11a,1,,Het regent pijpenstelen.,0
SoD-Verb1,2.11b,1,,Het regent complimentjes.,0
SoD-Verb1,2.12a,1,,Het is na lang geregend te hebben weer droog weer.,0
SoD-Verb1,2.12b,1,,Het is een aardige jongen.,0
SoD-Verb1,2.13a,1,,Het heeft na lang geregend te hebben wekenlang gesneeuwd.,0
SoD-Verb1,2.13b,1,,De wind waait hard.,0
SoD-Verb1,2.13b,1,,Het waait hard.,0
SoD-Verb1,2.14b',1,,De bladeren waaien weg.,0
SoD-Verb1,2.15a,1,,De man huilt.,0
SoD-Verb1,2.15a,1,,Hij huilt.,0
SoD-Verb1,2.15b,1,,Het meisje lacht.,0
SoD-Verb1,2.16a,1,,De man achtervolgt de jongen.,0
SoD-Verb1,2.16a,1,,Hij achtervolgt de jongen.,0
SoD-Verb1,2.16a,1,,Hij achtervolgt hem.,0
SoD-Verb1,2.16b,1,,Het meisje leest de krant.,0
SoD-Verb1,2.16b,1,,Zij leest de krant.,0
SoD-Verb1,2.16b,1,,Het meisje leest hem.,0
SoD-Verb1,2.16b,1,,Zij leest hem.,0
SoD-Verb1,2.16c,1,,Jan brak hem.,0
SoD-Verb1,2.16c,1,,Hij brak hem.,0
SoD-Verb1,2.17a,1,,Hij arriveert op tijd.,0
SoD-Verb1,2.17b,1,,Hij brak.,0
SoD-Verb1,2.18a,1,,De jongens worden achtervolgd door de man.,0
SoD-Verb1,2.18a,1,,De jongens worden achtervolgd.,0
SoD-Verb1,2.18b,1,,De krant wordt gelezen door het meisje.,0
SoD-Verb1,2.18c,1,,Het glas wordt gebroken door Jan.,0
SoD-Verb1,2.19a,1,,Jan kocht een leuke roman.,0
SoD-Verb1,2.19b,1,,Marie leest de krant.,0
SoD-Verb1,2.20a,0,*,Jan kocht.,0
SoD-Verb1,2.20b,1,,Marie leest maar ik kan niet zien wat het is.,0
SoD-Verb1,2.20b,1,,Marie leest.,0
SoD-Verb1,2.21b,1,,Marie schildert.,0
SoD-Verb1,2.23a,1,,Jan huilt.,0
SoD-Verb1,2.23a',0,*,Jan huilt een traan.,0
SoD-Verb1,2.23b,1,,Marie slaapt.,0
SoD-Verb1,2.23b',1,,Marie sliep een verkwikkende slaap.,0
SoD-Verb1,2.23c,1,,Jan praat.,0
SoD-Verb1,2.27a,0,*?,Jan danste een dans.,0
SoD-Verb1,2.27a,1,,Jan danste.,0
SoD-Verb1,2.28a,1,,Jan schaatste op de vijver.,0
SoD-Verb1,2.28a',1,,Jan schaatst de vijf kilometer.,0
SoD-Verb1,2.28a',1,,Jan schaatst de Elfstedentocht.,0
SoD-Verb1,2.28b,1,,Jan loopt buiten.,0
SoD-Verb1,2.28b',1,,Jan loopt de 100 meter.,0
SoD-Verb1,2.28b',1,,Jan loopt de Amsterdam marathon.,0
SoD-Verb1,2.29a,0,*,Het boek lacht.,0
SoD-Verb1,2.29b,0,*,De kachel rookt een sigaar.,0
SoD-Verb1,2.30b,1,,Jan viel.,0
SoD-Verb1,2.30b,1,,Het boek viel.,0
SoD-Verb1,2.31a,1,,De man achtervolgt de jongens.,0
SoD-Verb1,2.31b,1,,De meisjes lezen de krant.,0
SoD-Verb1,2.31b',1,,Zij zijn de lezers van de krant.,1
SoD-Verb1,2.31c,1,,Jan groette de buurman.,0
SoD-Verb1,2.31c',0,*?,Hij is de groeter van de buurman.,1
SoD-Verb1,2.32a',1,,Hij is een roker.,1
SoD-Verb1,2.33a',1,,Hij is een lacher.,1
SoD-Verb1,2.33b',1,,Hij is een dromer.,1
SoD-Verb1,2.34a',0,*,Hij is een arriveerder.,1
SoD-Verb1,2.34b,1,,De jongen viel.,0
SoD-Verb1,2.36a,1,,Dat zijn de dalers van vandaag.,1
SoD-Verb1,2.37a,1,,De man heeft de jongens achtervolgd.,0
SoD-Verb1,2.37a,0,*,De man is de jongens achtervolgd.,0
SoD-Verb1,2.37b,0,*,De meisjes zijn gisteren de krant gelezen.,0
SoD-Verb1,2.38a,1,,Het kind heeft gehuild.,0
SoD-Verb1,2.38a,0,*,Het kind is gehuild.,0
SoD-Verb1,2.38b,1,,Marie heeft geslapen.,0
SoD-Verb1,2.38b,1,,Marie is geslapen.,0
SoD-Verb1,2.39a,1,,De post is gearriveerd.,0
SoD-Verb1,2.39a,0,*,De post heeft gearriveerd.,0
SoD-Verb1,2.39b,0,*,Het glas heeft gebroken.,0
SoD-Verb1,2.41a',1,,Dat zijn de door de man achtervolgde jongens.,1
SoD-Verb1,2.41a',1,,Dat zijn achtervolgde jongens.,1
SoD-Verb1,2.41b',1,,Dat is de door de meisjes gelezen krant.,1
SoD-Verb1,2.41b',1,,Dat is de gelezen krant.,1
SoD-Verb1,2.41b'',0,*,Dat zijn de gelezen meisjes.,1
SoD-Verb1,2.42a,1,,Het kind huilt.,0
SoD-Verb1,2.42a',0,*,Dat is het gehuilde kind.,1
SoD-Verb1,2.42b',0,*,Dat is de geslapen baby.,1
SoD-Verb1,2.43a,1,,De post arriveert.,0
SoD-Verb1,2.43a',1,,Dat is de gearriveerde post.,1
SoD-Verb1,2.43b',1,,Dat is het gebroken glas.,1
SoD-Verb1,2.45a,1,,Jan droomt een nachtmerrie.,0
SoD-Verb1,2.45a,1,,Jan droomt een reis.,0
SoD-Verb1,2.45b,1,,Dat is de gedroomde nachtmerrie.,1
SoD-Verb1,2.45b,1,,Dat is de gedroomde reis.,1
SoD-Verb1,2.46c,0,*,Dat is de lezende krant.,1
SoD-Verb1,2.47b,1,,Dat is de slapende baby.,1
SoD-Verb1,2.48b,1,,Dat is het brekende glas.,1
SoD-Verb1,2.49a',1,,Dat zijn de gearriveerde gasten.,1
SoD-Verb1,2.49a'',1,,Dat zijn de arriverende gasten.,1
SoD-Verb1,2.49b,1,,De bladeren vallen.,0
SoD-Verb1,2.49b',1,,Dat zijn de gevallen bladeren.,1
SoD-Verb1,2.49b'',1,,Dat zijn de vallende bladeren.,1
SoD-Verb1,2.50a',1,,De jongens worden door de man achtervolgd.,0
SoD-Verb1,2.50b',1,,De krant wordt door de meisjes gelezen.,0
SoD-Verb1,2.51a',1,,Er wordt gehuild door het kind.,0
SoD-Verb1,2.51a',1,,Er wordt gehuild.,0
SoD-Verb1,2.51b',1,,Er wordt geslapen.,0
SoD-Verb1,2.52a',0,*,Er wordt door de gasten gearriveerd.,0
SoD-Verb1,2.52a',0,*,Er wordt gearriveerd.,0
SoD-Verb1,2.52b',0,*,Er werd door de jongen gevallen.,0
SoD-Verb1,2.52b',0,*,Er werd gevallen.,0
SoD-Verb1,2.54a,1,,Wat voor een krant hebben die meisjes gelezen?,0
SoD-Verb1,2.54a,1,,Wat voor krant hebben die meisjes gelezen?,0
SoD-Verb1,2.54b,1,,Wat hebben die meisjes voor een krant gelezen?,0
SoD-Verb1,2.54b,1,,Wat hebben die meisjes voor krant gelezen?,0
SoD-Verb1,2.55a,1,,Wat voor een meisjes hebben een krant gelezen?,0
SoD-Verb1,2.55b,0,*,Wat hebben voor een meisjes een krant gelezen?,0
SoD-Verb1,2.57a,1,,Wat voor gasten zijn er gearriveerd?,0
SoD-Verb1,2.57a,0,??,Wat voor gasten zijn gearriveerd?,0
SoD-Verb1,2.57a',1,,Wat zijn er voor een gasten gearriveerd?,0
SoD-Verb1,2.57a',0,*,Wat zijn voor een gasten gearriveerd?,0
SoD-Verb1,2.57b,1,,Wat voor een spullen zijn er gevallen?,0
SoD-Verb1,2.57b,0,*?,Wat voor een spullen zijn gevallen?,0
SoD-Verb1,2.57b',1,,Wat zijn er voor een spullen gevallen?,0
SoD-Verb1,2.57b',0,*,Wat zijn voor een spullen gevallen?,0
SoD-Verb1,2.58a,1,,Wat voor jongens hebben er gehuild?,0
SoD-Verb1,2.58b,1,,Wat voor mensen hebben er gedroomd?,0
SoD-Verb1,2.63a,1,,De jongen bloedt heftig.,0
SoD-Verb1,2.63b,1,,De jongen drijft op het water.,0
SoD-Verb1,2.64a,1,,Slaap ze!,0
SoD-Verb1,2.64c,0,*,Bloed ze!,0
SoD-Verb1,2.65e,0,*,Dat is een rotter.,1
SoD-Verb1,2.65f,0,*,Dat is een schuimer.,1
SoD-Verb1,2.66a,1,,De jongen heeft heftig gebloed.,0
SoD-Verb1,2.66a,1,,De wond heeft heftig gebloed.,0
SoD-Verb1,2.66a,0,*,De wond is heftig gebloed.,0
SoD-Verb1,2.66b,1,,De jongen heeft op het water gedreven.,0
SoD-Verb1,2.66b,1,,De band heeft op het water gedreven.,0
SoD-Verb1,2.66b,0,*,De jongen is op het water gedreven.,0
SoD-Verb1,2.66b,0,*,De band is op het water gedreven.,0
SoD-Verb1,2.67a,1,,De jongen bloedt dood.,0
SoD-Verb1,2.67a',1,,De jongen is dood gebloed.,0
SoD-Verb1,2.67a',0,*,De jongen heeft dood gebloed.,0
SoD-Verb1,2.67b,1,,De band drijft weg.,0
SoD-Verb1,2.67b',1,,De band is weg gedreven.,0
SoD-Verb1,2.67b',0,*,De band heeft weg gedreven.,0
SoD-Verb1,2.68a,1,,Jan huilt zijn ogen rood.,0
SoD-Verb1,2.68b,0,*,Jan valt zijn vriend dood.,0
SoD-Verb1,2.69a,1,,Jan bloedt dood.,0
SoD-Verb1,2.69b,0,*,De band drijft het kind weg.,0
SoD-Verb1,2.70a,0,*,Dat is de gebloede jongen.,1
SoD-Verb1,2.70a,0,*,Dat is de gebloede wond.,1
SoD-Verb1,2.70b,0,*,Dat is de gedreven jongen.,1
SoD-Verb1,2.70b,0,*,Dat is de gedreven band.,1
SoD-Verb1,2.71a,1,,Dat is de dood gebloede jongen.,1
SoD-Verb1,2.71b,1,,Dat is de weg gedreven band.,1
SoD-Verb1,2.72a,0,*,Er wordt hevig door Jan gebloed.,0
SoD-Verb1,2.72a,0,*,Er wordt hevig gebloed.,0
SoD-Verb1,2.72b,0,*,Er wordt door die jongen op het water gedreven.,0
SoD-Verb1,2.73a,1,,Er wordt in deze film weer flink gebloed.,0
SoD-Verb1,2.73b,1,,Er wordt weer eens gestonken op de plee.,0
SoD-Verb1,2.74a,1,,Wat hebben er voor patiënten gebloed?,0
SoD-Verb1,2.74b,1,,Wat hebben er voor banden in het water gedreven?,0
SoD-Verb1,2.74b,0,*,Wat hebben voor banden in het water gedreven?,0
SoD-Verb1,2.75a,1,,De oude man sterft.,0
SoD-Verb1,2.75b,1,,De oude man is gestorven.,0
SoD-Verb1,2.77a,1,,Toen zijn we gekeerd.,0
SoD-Verb1,2.78a,1,,Jan heeft de auto gekeerd.,0
SoD-Verb1,2.78a',1,,De auto werd gekeerd.,0
SoD-Verb1,2.78b,1,,Jan heeft gekeerd.,0
SoD-Verb1,2.79a,1,,Jan is naar Groningen gewandeld.,0
SoD-Verb1,2.79b,1,,Jan is naar Groningen gewandeld niet gefietst.,0
SoD-Verb1,2.79b,1,,Jan heeft naar Groningen gewandeld niet gefietst.,0
SoD-Verb1,2.79c,1,,Jan is zijn hele leven naar Groningen gewandeld.,0
SoD-Verb1,2.80a,1,,Jan biedt Marie het boek aan.,0
SoD-Verb1,2.80b,1,,Je ziet dat jouw verhalen mijn broer niet bevielen.,1
SoD-Verb1,2.83b,1,,Marie beloofde Jan een mooi cadeau.,0
SoD-Verb1,2.83b,1,,Marie beloofde hem een mooi cadeau.,0
SoD-Verb1,2.85a,1,,Deze tekstverwerker bevalt in het algemeen goed.,0
SoD-Verb1,2.85b,1,,Het lezen van dit boek valt mee.,0
SoD-Verb1,2.86a,1,,Het boek wordt Marie door Jan aangeboden.,0
SoD-Verb1,2.86b,1,,Het boek wordt Jan door Marie af gepakt.,0
SoD-Verb1,2.86b,1,,Het boek wordt Jan af gepakt.,0
SoD-Verb1,2.87a,1,,Hij zei dat Peter die fout niet is opgevallen.,1
SoD-Verb1,2.87a,1,,Hij zei dat hem die fout niet is opgevallen.,1
SoD-Verb1,2.87b,1,,Hij zei dat hem die maaltijd goed smaakte.,1
SoD-Verb1,2.89,1,,Dat boek is Marie goed bevallen.,0
SoD-Verb1,2.90a,1,,Jan heeft haar het boek aangeboden.,0
SoD-Verb1,2.90a',1,,Jan heeft het boek aan Marie aangeboden.,0
SoD-Verb1,2.90a',1,,Jan heeft het boek aan haar aangeboden.,0
SoD-Verb1,2.91a,1,,Die schoenen passen mij.,0
SoD-Verb1,2.91b,1,,Ik pas die schoenen.,0
SoD-Verb1,2.92a,1,,Jan bood Marie het boek aan.,0
SoD-Verb1,2.92a,0,*,De gelegenheid bood Marie het boek aan.,0
SoD-Verb1,2.92b,0,*,De gelegenheid beloofde Jan een mooi cadeau.,0
SoD-Verb1,2.92c,1,,Deze gelegenheid bood haar een kans om zich te bewijzen.,0
SoD-Verb1,2.93a,1,,Deze vakantie beviel de jongen goed.,0
SoD-Verb1,2.93a,1,,Deze vakantie beviel hem goed.,0
SoD-Verb1,2.93b,1,,Deze laffe daad stond Els erg tegen.,0
SoD-Verb1,2.93b,1,,Deze laffe daad stond haar erg tegen.,0
SoD-Verb1,2.94a,1,,"Dat de vakantie zo lang duurt, bevalt de jongen prima.",0
SoD-Verb1,2.94b,1,,"Dat hij zo'n laffe daad gepleegd heeft, stond Els erg tegen.",0
SoD-Verb1,2.94b',1,,Het staat Els tegen dat hij zo'n laffe daad gepleegd heeft.,0
SoD-Verb1,2.95a,1,,Hij is een gever van dure cadeaus.,1
SoD-Verb1,2.95a,1,,Hij is een schenker van dure cadeaus.,1
SoD-Verb1,2.95b,1,,Hij is een verkoper van tweedehands auto's.,1
SoD-Verb1,2.95c,1,,Hij is de zender van het bericht.,1
SoD-Verb1,2.96c,0,*,Hij is een ontnemer van eer.,1
SoD-Verb1,2.97a,0,*,Hij is een lukker.,1
SoD-Verb1,2.97a,0,*,Hij is een ontganer.,1
SoD-Verb1,2.97a,0,*,Hij is een ontvaller.,1
SoD-Verb1,2.97a,0,*,Hij is een opvaller.,1
SoD-Verb1,2.97a,0,*,Hij is een overkomer.,1
SoD-Verb1,2.97b,0,*,Hij is een berouwer.,1
SoD-Verb1,2.97b,0,*,Hij is een bevreemder.,1
SoD-Verb1,2.97b,0,*,Hij is een smaker.,1
SoD-Verb1,2.98a,1,,Dat is een meevaller.,1
SoD-Verb1,2.98b,1,,Dat is een tegenvaller.,1
SoD-Verb1,2.99a,0,*,Jan is Marie het boek aangeboden.,0
SoD-Verb1,2.99b,1,,Marie heeft Jan een mooi cadeau beloofd.,0
SoD-Verb1,2.99b,0,*,Marie is Jan een mooi cadeau beloofd.,0
SoD-Verb1,2.100a,1,,De ergste rampen zijn het meisje overkomen.,0
SoD-Verb1,2.100a,0,*,De ergste rampen hebben het meisje overkomen.,0
SoD-Verb1,2.100a,1,,De ergste rampen zijn haar overkomen.,0
SoD-Verb1,2.100a,0,*,De ergste rampen hebben haar overkomen.,0
SoD-Verb1,2.100b,1,,Dit boek is de jongen goed bevallen.,0
SoD-Verb1,2.100b,0,*,Dit boek heeft de jongen goed bevallen.,0
SoD-Verb1,2.100b,1,,Dit boek is hem goed bevallen.,0
SoD-Verb1,2.100b,0,*,Dit boek heeft hem goed bevallen.,0
SoD-Verb1,2.101a,1,,Deze laffe daad heeft het meisje erg tegengestaan.,0
SoD-Verb1,2.101a,1,,Deze laffe daad heeft haar erg tegengestaan.,0
SoD-Verb1,2.101b,0,*,De soep is de gast goed gesmaakt.,0
SoD-Verb1,2.101b,1,,De soep heeft hem goed gesmaakt.,0
SoD-Verb1,2.101b,0,*,De soep is hem goed gesmaakt.,0
SoD-Verb1,2.102a,1,,Dat is het haar aangeboden boek.,1
SoD-Verb1,2.102a,1,,Dat is het aangeboden boek.,1
SoD-Verb1,2.102b,1,,Dat is het hem beloofde cadeau.,1
SoD-Verb1,2.102b,1,,Dat is het beloofde cadeau.,1
SoD-Verb1,2.103a,0,*,Dat is de Marie het boek aangeboden jongen.,1
SoD-Verb1,2.103b,0,*,Dat is de de jongens het cadeau beloofde meisje.,1
SoD-Verb1,2.103b,0,*,Dat is de hen het cadeau beloofde meisje.,1
SoD-Verb1,2.104a,0,*,Dat is het aangeboden meisje.,1
SoD-Verb1,2.104b,0,*,Dat is de beloofde jongen.,1
SoD-Verb1,2.105a,1,,Dat zijn de haar overkomen rampen.,1
SoD-Verb1,2.105b,1,,Dat was de hem goed bevallen vakantie.,1
SoD-Verb1,2.106a,0,*,Dat is de haar tegengestane laffe daad.,1
SoD-Verb1,2.106a,0,*,Dat is de het meisje tegengestane laffe daad.,1
SoD-Verb1,2.106b,0,*,Dat is de hem gesmaakte soep.,1
SoD-Verb1,2.106b,0,*,Dat is de de gast gesmaakte soep.,1
SoD-Verb1,2.107a,1,,Het boek werd Marie door Jan aangeboden.,0
SoD-Verb1,2.107a,1,,Het boek werd haar door Jan aangeboden.,0
SoD-Verb1,2.107a,1,,Het boek werd Marie aangeboden.,0
SoD-Verb1,2.107a,1,,Het boek werd haar aangeboden.,0
SoD-Verb1,2.107b,1,,Het cadeau werd hem door Marie beloofd.,0
SoD-Verb1,2.107b,1,,Het cadeau werd Jan beloofd.,0
SoD-Verb1,2.107b,1,,Het cadeau werd hem beloofd.,0
SoD-Verb1,2.108a,1,,Die jongen viel haar op.,0
SoD-Verb1,2.108b,0,*,Er werd haar opgevallen.,0
SoD-Verb1,2.109a,1,,Die jongen bevreemdde haar.,0
SoD-Verb1,2.109b,0,*,Er werd haar bevreemd door die jongen.,0
SoD-Verb1,2.109b,0,*,Er werd haar bevreemd.,0
SoD-Verb1,2.110a,0,*,Zij werd opgevallen.,0
SoD-Verb1,2.110b,0,*,Zij wordt door die jongen bevreemd.,0
SoD-Verb1,2.110b,0,*,Zij wordt bevreemd.,0
SoD-Verb1,2.111a,1,,Je ziet dat de meisjes de krant lezen.,1
SoD-Verb1,2.111b,0,*,Je ziet dat de krant de meisjes lezen.,1
SoD-Verb1,2.112b,0,*,Hij zei dat Jan de krant de meisjes aanbood.,1
SoD-Verb1,2.112c,0,*,Hij zei dat de krant Jan de meisjes aanbood.,1
SoD-Verb1,2.112d,0,*,Hij zei dat de krant de meisjes Jan aanbood.,1
SoD-Verb1,2.112f,0,*,Hij zei dat de meisjes de krant Jan aanbood.,1
SoD-Verb1,2.113a,1,,Zij vertelde dat het meisje de ergste rampen overkomen zijn.,1
SoD-Verb1,2.113a',1,,Zij vertelde dat de ergste rampen het meisje overkomen zijn.,1
SoD-Verb1,2.113b',1,,Zij vertelde dat de vakantie de jongens niet erg bevallen is.,1
SoD-Verb1,2.114a,1,,Ze vertelde dat het meisje deze laffe daad erg tegengestaan heeft.,1
SoD-Verb1,2.114a',1,,Ze vertelde dat deze laffe daad het meisje erg tegengestaan geeft.,1
SoD-Verb1,2.114b,1,,Ze vertelde dat de gasten de soep uitstekend gesmaakt heeft.,1
SoD-Verb1,2.114b',1,,Ze vertelde dat de soep de gasten uitstekend gesmaakt heeft.,1
SoD-Verb1,2.115a,1,,Ze vertelde dat de meisjes de krant aangeboden werd.,1
SoD-Verb1,2.115b,1,,Ze vertelde dat de krant de meisjes aangeboden werd.,1
SoD-Verb1,2.117b,1,,Ze vertelde dat de patiënt eindelijk weer wat smaakt.,1
SoD-Verb1,2.117b',0,*,Ze vertelde dat wat de patiënt eindelijk weer smaakt.,1
SoD-Verb1,2.117c,1,,Ze vertelde dat de meisjes wat aangeboden werd.,1
SoD-Verb1,2.117c',0,*,Ze vertelde dat wat de meisjes aangeboden werd.,1
SoD-Verb1,2.118a,0,*,Ze vertelde dat het meisje ze overkomen zijn.,1
SoD-Verb1,2.118a',1,,Ze vertelde dat ze het meisje overkomen zijn.,1
SoD-Verb1,2.118b,0,*,Ze vertelde dat de gast ze gesmaakt hebben.,1
SoD-Verb1,2.118b',1,,Ze vertelde dat ze de gast gesmaakt hebben.,1
SoD-Verb1,2.118c,0,*,Ze vertelde dat het meisje ze aangeboden werden.,1
SoD-Verb1,2.118c',1,,Ze vertelde dat ze het meisje aangeboden werden.,1
SoD-Verb1,2.119c,1,,Wat heeft hij Marie voor een boeken aangeboden?,0
SoD-Verb1,2.120a,1,,Wat worden er Marie voor een boeken aangeboden?,0
SoD-Verb1,2.120a,1,,Wat worden Marie voor een boeken aangeboden?,0
SoD-Verb1,2.120b,0,*,Wat worden er voor een boeken Marie aangeboden?,0
SoD-Verb1,2.120b,0,*,Wat worden voor een boeken Marie aangeboden?,0
SoD-Verb1,2.121a,1,,Wat zijn er het meisje voor een rampen overkomen?,0
SoD-Verb1,2.121a,1,,Wat zijn het meisje voor een rampen overkomen?,0
SoD-Verb1,2.121b,0,*,Wat zijn er voor een rampen het meisje overkomen?,0
SoD-Verb1,2.121b,0,*,Wat zijn voor een rampen het meisje overkomen?,0
SoD-Verb1,2.122a,0,??,Wat hebben er de gasten voor een gerechten goed gesmaakt?,0
SoD-Verb1,2.122b,0,*,Wat hebben er voor een gerechten de gasten goed gesmaakt?,0
SoD-Verb1,2.122b,0,*,Wat hebben voor een gerechten de gasten goed gesmaakt?,0
SoD-Verb1,2.123b,0,??,Wat worden voor een meisje de boeken aangeboden?,0
SoD-Verb1,2.123b,0,??,Wat worden voor meisje de boeken aangeboden?,0
SoD-Verb1,2.123c,0,*,Wat worden de boeken voor een meisje aangeboden?,0
SoD-Verb1,2.123c,0,*,Wat worden de boeken voor meisje aangeboden?,0
SoD-Verb1,2.124a,1,,Hij zei dat Jan dan zeker Marie het boek zal aanbieden.,1
SoD-Verb1,2.124b,1,,Hij zei dat Jan Marie dan zeker het boek zal aanbieden.,1
